Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,purchase_cadence_days,est_annual_orders,est_annual_value,tenure_orders,is_high_tenure,lifetime_value_proxy,promo_dependency_score,is_promo_dependent,is_organic_high_value,satisfaction_score,is_at_risk_dissatisfied,customer_value_score,value_tier,category_role
821,56,Male,Sneakers,Footwear,39,Louisiana,M,Turquoise,Spring,2.5,True,2-Day Shipping,True,True,27,Debit Card,Monthly,30,12.166666666666666,474.5,27,False,1092,3,True,False,2.5,True,40.0,Silver,Entry-Point Category
822,62,Male,Hoodie,Clothing,39,Vermont,M,Green,Spring,3.9,True,Standard,True,True,31,Credit Card,Bi-Weekly,14,26.071428571428573,1016.79,31,False,1248,3,True,False,3.9,False,61.0,Gold,Entry-Point Category
823,35,Male,Shirt,Clothing,59,Mississippi,L,Magenta,Winter,3.4,True,Standard,True,True,23,Bank Transfer,Annually,365,1.0,59.0,23,False,1416,3,True,False,3.4,False,24.3,Bronze,Entry-Point Category
824,51,Male,Sunglasses,Accessories,27,Georgia,M,Green,Winter,2.5,True,Free Shipping,True,True,11,Credit Card,Quarterly,90,4.055555555555555,109.5,11,False,324,3,True,False,2.5,True,15.4,Bronze,Retention Category
825,61,Male,Blouse,Clothing,94,Georgia,M,White,Spring,3.0,True,Store Pickup,True,True,48,Cash,Quarterly,90,4.055555555555555,381.22,48,True,4606,3,True,False,3.0,False,54.2,Silver,Entry-Point Category
826,27,Male,Belt,Accessories,94,Nebraska,XL,Brown,Fall,3.6,True,Next Day Air,True,True,17,Cash,Monthly,30,12.166666666666666,1143.67,17,False,1692,3,True,False,3.6,False,51.6,Silver,Retention Category
827,54,Male,Dress,Clothing,94,Massachusetts,M,Purple,Winter,3.6,True,Standard,True,True,36,PayPal,Weekly,7,52.142857142857146,4901.43,36,False,3478,3,True,False,3.6,False,79.7,Gold,Entry-Point Category
828,31,Male,Shoes,Footwear,51,Colorado,S,Green,Fall,4.1,True,Free Shipping,True,True,33,Bank Transfer,Fortnightly,14,26.071428571428573,1329.64,33,False,1734,3,True,False,4.1,False,67.7,Gold,Entry-Point Category
829,24,Male,Socks,Clothing,62,Nevada,M,Peach,Fall,3.7,True,2-Day Shipping,True,True,27,PayPal,Bi-Weekly,14,26.071428571428573,1616.43,27,False,1736,3,True,False,3.7,False,62.8,Gold,Entry-Point Category
830,42,Male,Socks,Clothing,57,Idaho,S,Silver,Spring,3.8,True,2-Day Shipping,True,True,14,Credit Card,Fortnightly,14,26.071428571428573,1486.07,14,False,855,3,True,False,3.8,False,54.8,Silver,Entry-Point Category
831,41,Male,Shorts,Clothing,76,Wyoming,M,Maroon,Fall,4.2,True,Express,True,True,5,Credit Card,Annually,365,1.0,76.0,5,False,456,3,True,False,4.2,False,21.7,Bronze,Entry-Point Category
832,66,Male,Gloves,Accessories,63,Washington,M,Red,Summer,4.3,True,Express,True,True,47,Cash,Every 3 Months,90,4.055555555555555,255.5,47,True,3024,3,True,False,4.3,False,57.7,Gold,Retention Category
833,58,Male,Jacket,Outerwear,80,California,L,Blue,Fall,2.5,True,Express,True,True,28,Cash,Bi-Weekly,14,26.071428571428573,2085.71,28,False,2320,3,True,False,2.5,True,58.0,Gold,Entry-Point Category
834,43,Male,Handbag,Accessories,68,Oklahoma,M,Purple,Fall,3.5,True,Standard,True,True,11,Credit Card,Annually,365,1.0,68.0,11,False,816,3,True,False,3.5,False,18.8,Bronze,Retention Category
835,52,Male,Backpack,Accessories,89,Nevada,M,Indigo,Summer,3.1,True,Free Shipping,True,True,18,Credit Card,Weekly,7,52.142857142857146,4640.71,18,False,1691,3,True,False,3.1,False,64.2,Gold,Retention Category
836,35,Male,Boots,Footwear,26,Maryland,L,Indigo,Summer,2.5,True,Next Day Air,True,True,21,Debit Card,Weekly,7,52.142857142857146,1355.71,21,False,572,3,True,False,2.5,True,47.8,Silver,Entry-Point Category
837,23,Male,Gloves,Accessories,90,West Virginia,L,Violet,Winter,3.9,True,Store Pickup,True,True,22,Cash,Bi-Weekly,14,26.071428571428573,2346.43,22,False,2070,3,True,False,3.9,False,67.8,Gold,Retention Category
838,25,Male,Hoodie,Clothing,28,Illinois,L,Brown,Spring,4.9,True,Express,True,True,33,Cash,Every 3 Months,90,4.055555555555555,113.56,33,False,952,3,True,False,4.9,False,48.0,Silver,Entry-Point Category
839,33,Male,Coat,Outerwear,29,Kentucky,M,Gray,Spring,4.3,True,Express,True,True,49,Credit Card,Annually,365,1.0,29.0,49,True,1450,3,True,False,4.3,False,44.6,Silver,Entry-Point Category
840,48,Male,Shirt,Clothing,31,Illinois,L,Teal,Spring,2.6,True,Free Shipping,True,True,10,Debit Card,Every 3 Months,90,4.055555555555555,125.72,10,False,341,3,True,False,2.6,False,16.0,Bronze,Entry-Point Category
841,42,Male,Shirt,Clothing,24,Alabama,L,Teal,Summer,4.2,True,2-Day Shipping,True,True,18,PayPal,Weekly,7,52.142857142857146,1251.43,18,False,456,3,True,False,4.2,False,58.6,Gold,Entry-Point Category
842,55,Male,Sweater,Clothing,88,Texas,M,Beige,Summer,2.6,True,Store Pickup,True,True,28,PayPal,Fortnightly,14,26.071428571428573,2294.29,28,False,2552,3,True,False,2.6,False,60.4,Gold,Entry-Point Category
843,59,Male,Shirt,Clothing,87,Missouri,M,Violet,Spring,3.6,True,Express,True,True,25,PayPal,Weekly,7,52.142857142857146,4536.43,25,False,2262,3,True,False,3.6,False,72.4,Gold,Entry-Point Category
844,65,Male,Hoodie,Clothing,80,Pennsylvania,S,Beige,Summer,3.2,True,Express,True,True,6,PayPal,Weekly,7,52.142857142857146,4171.43,6,False,560,3,True,False,3.2,False,57.4,Gold,Entry-Point Category
845,59,Male,Sandals,Footwear,48,Missouri,L,Purple,Winter,4.4,True,Express,True,True,44,Venmo,Bi-Weekly,14,26.071428571428573,1251.43,44,True,2160,3,True,False,4.4,False,75.8,Gold,Entry-Point Category
846,31,Male,Belt,Accessories,21,Michigan,XL,Charcoal,Winter,3.7,True,Standard,True,True,30,Venmo,Monthly,30,12.166666666666666,255.5,30,False,651,3,True,False,3.7,False,42.5,Silver,Retention Category
847,49,Male,Boots,Footwear,72,Kentucky,M,Pink,Spring,3.7,True,Express,True,True,42,Debit Card,Quarterly,90,4.055555555555555,292.0,42,True,3096,3,True,False,3.7,False,51.5,Silver,Entry-Point Category
848,53,Male,Hoodie,Clothing,44,New Jersey,L,Blue,Fall,4.1,True,Standard,True,True,30,PayPal,Monthly,30,12.166666666666666,535.33,30,False,1364,3,True,False,4.1,False,55.1,Gold,Entry-Point Category
849,48,Male,Sandals,Footwear,73,Delaware,M,Lavender,Fall,3.6,True,Store Pickup,True,True,33,Credit Card,Bi-Weekly,14,26.071428571428573,1903.21,33,False,2482,3,True,False,3.6,False,68.4,Gold,Entry-Point Category
850,23,Male,Jeans,Clothing,61,Missouri,S,Charcoal,Spring,4.3,True,Express,True,True,24,PayPal,Quarterly,90,4.055555555555555,247.39,24,False,1525,3,True,False,4.3,False,43.5,Silver,Entry-Point Category
851,68,Male,Shoes,Footwear,20,Connecticut,L,Turquoise,Winter,2.6,True,Store Pickup,True,True,13,Venmo,Monthly,30,12.166666666666666,243.33,13,False,280,3,True,False,2.6,False,22.9,Bronze,Entry-Point Category
852,35,Male,Sandals,Footwear,86,Massachusetts,M,Red,Summer,2.9,True,Express,True,True,19,Debit Card,Monthly,30,12.166666666666666,1046.33,19,False,1720,3,True,False,2.9,False,46.0,Silver,Entry-Point Category
853,34,Male,Dress,Clothing,60,Florida,L,Yellow,Spring,4.2,True,Next Day Air,True,True,23,Debit Card,Every 3 Months,90,4.055555555555555,243.33,23,False,1440,3,True,False,4.2,False,41.9,Silver,Entry-Point Category
854,62,Male,Hat,Accessories,43,Delaware,L,Orange,Winter,4.0,True,Free Shipping,True,True,35,Cash,Monthly,30,12.166666666666666,523.17,35,False,1548,3,True,False,4.0,False,57.3,Gold,Retention Category
855,21,Male,Pants,Clothing,44,California,L,Blue,Spring,4.3,True,Free Shipping,True,True,22,Venmo,Monthly,30,12.166666666666666,535.33,22,False,1012,3,True,False,4.3,False,52.0,Silver,Entry-Point Category
856,70,Male,Socks,Clothing,76,Oregon,L,Gold,Spring,3.0,True,2-Day Shipping,True,True,14,Credit Card,Quarterly,90,4.055555555555555,308.22,14,False,1140,3,True,False,3.0,False,30.0,Silver,Entry-Point Category
857,55,Male,Shirt,Clothing,33,Alaska,M,Gold,Summer,3.5,True,Express,True,True,47,Debit Card,Fortnightly,14,26.071428571428573,860.36,47,True,1584,3,True,False,3.5,False,65.1,Gold,Entry-Point Category
858,43,Male,Shorts,Clothing,60,Missouri,L,Cyan,Fall,3.0,True,Standard,True,True,50,Debit Card,Every 3 Months,90,4.055555555555555,243.33,50,True,3060,3,True,False,3.0,False,48.2,Silver,Entry-Point Category
859,19,Male,Jacket,Outerwear,26,Oklahoma,L,Olive,Fall,3.1,True,Free Shipping,True,True,33,PayPal,Weekly,7,52.142857142857146,1355.71,33,False,884,3,True,False,3.1,False,59.8,Gold,Entry-Point Category
860,47,Male,Hoodie,Clothing,73,Wisconsin,M,Teal,Winter,4.0,True,Next Day Air,True,True,7,Debit Card,Monthly,30,12.166666666666666,888.17,7,False,584,3,True,False,4.0,False,45.9,Silver,Entry-Point Category
861,26,Male,Shoes,Footwear,87,South Carolina,M,Maroon,Spring,4.1,True,Standard,True,True,3,Cash,Monthly,30,12.166666666666666,1058.5,3,False,348,3,True,False,4.1,False,46.4,Silver,Entry-Point Category
862,46,Male,Skirt,Clothing,100,Virginia,XL,Green,Spring,3.8,True,2-Day Shipping,True,True,35,Credit Card,Every 3 Months,90,4.055555555555555,405.56,35,False,3600,3,True,False,3.8,False,54.5,Silver,Entry-Point Category
863,19,Male,Coat,Outerwear,84,Arkansas,M,Charcoal,Winter,4.9,True,Standard,True,True,13,PayPal,Fortnightly,14,26.071428571428573,2190.0,13,False,1176,3,True,False,4.9,False,68.9,Gold,Entry-Point Category
864,49,Male,Sneakers,Footwear,41,Vermont,M,Cyan,Summer,3.9,True,Standard,True,True,42,PayPal,Fortnightly,14,26.071428571428573,1068.93,42,True,1763,3,True,False,3.9,False,68.2,Gold,Entry-Point Category
865,51,Male,Jeans,Clothing,59,Kentucky,S,Charcoal,Winter,3.9,True,Next Day Air,True,True,5,PayPal,Annually,365,1.0,59.0,5,False,354,3,True,False,3.9,False,17.8,Bronze,Entry-Point Category
866,64,Male,Blouse,Clothing,26,Colorado,L,Charcoal,Winter,4.8,True,Store Pickup,True,True,23,Venmo,Annually,365,1.0,26.0,23,False,624,3,True,False,4.8,False,32.6,Silver,Entry-Point Category
867,67,Male,Sunglasses,Accessories,69,New Mexico,M,Lavender,Summer,2.7,True,Free Shipping,True,True,11,PayPal,Bi-Weekly,14,26.071428571428573,1798.93,11,False,828,3,True,False,2.7,False,47.0,Silver,Retention Category
868,37,Male,Jacket,Outerwear,20,Colorado,M,Turquoise,Spring,3.1,True,Free Shipping,True,True,23,Bank Transfer,Fortnightly,14,26.071428571428573,521.43,23,False,480,3,True,False,3.1,False,42.4,Silver,Entry-Point Category
869,40,Male,Dress,Clothing,83,North Carolina,M,Green,Summer,3.2,True,Next Day Air,True,True,2,Credit Card,Every 3 Months,90,4.055555555555555,336.61,2,False,249,3,True,False,3.2,False,25.9,Bronze,Entry-Point Category
870,38,Male,Hat,Accessories,54,New Hampshire,M,Silver,Spring,2.7,True,2-Day Shipping,True,True,33,PayPal,Weekly,7,52.142857142857146,2815.71,33,False,1836,3,True,False,2.7,False,67.6,Gold,Retention Category
871,66,Male,Hoodie,Clothing,66,West Virginia,M,Blue,Fall,2.5,True,Standard,True,True,6,Bank Transfer,Bi-Weekly,14,26.071428571428573,1720.71,6,False,462,3,True,False,2.5,True,42.0,Silver,Entry-Point Category
872,47,Male,Handbag,Accessories,42,Hawaii,M,Charcoal,Spring,2.6,True,Next Day Air,True,True,45,Debit Card,Quarterly,90,4.055555555555555,170.33,45,True,1932,3,True,False,2.6,False,39.2,Silver,Retention Category
873,56,Male,Jeans,Clothing,33,North Dakota,M,Pink,Spring,2.9,True,Standard,True,True,25,Cash,Quarterly,90,4.055555555555555,133.83,25,False,858,3,True,False,2.9,False,27.8,Bronze,Entry-Point Category
874,51,Male,Boots,Footwear,77,Mississippi,M,Pink,Summer,4.2,True,Free Shipping,True,True,24,Venmo,Quarterly,90,4.055555555555555,312.28,24,False,1925,3,True,False,4.2,False,46.1,Silver,Entry-Point Category
875,25,Male,Jacket,Outerwear,65,Maine,M,Magenta,Fall,4.4,True,Free Shipping,True,True,10,Venmo,Every 3 Months,90,4.055555555555555,263.61,10,False,715,3,True,False,4.4,False,36.8,Silver,Entry-Point Category
876,37,Male,Sandals,Footwear,39,North Dakota,L,Gray,Summer,4.1,True,Free Shipping,True,True,7,Bank Transfer,Every 3 Months,90,4.055555555555555,158.17,7,False,312,3,True,False,4.1,False,28.3,Bronze,Entry-Point Category
877,41,Male,Belt,Accessories,51,Nebraska,L,Gray,Summer,3.8,True,2-Day Shipping,True,True,1,Debit Card,Weekly,7,52.142857142857146,2659.29,1,False,102,3,True,False,3.8,False,56.7,Gold,Retention Category
878,64,Male,Handbag,Accessories,65,Nebraska,M,Orange,Winter,4.9,True,Next Day Air,True,True,45,Venmo,Every 3 Months,90,4.055555555555555,263.61,45,True,2990,3,True,False,4.9,False,61.6,Gold,Retention Category
879,23,Male,Sunglasses,Accessories,89,Tennessee,S,Black,Summer,4.9,True,Express,True,True,37,Debit Card,Weekly,7,52.142857142857146,4640.71,37,False,3382,3,True,False,4.9,False,90.3,Platinum,Retention Category
880,62,Male,Skirt,Clothing,76,Wyoming,S,Lavender,Spring,4.1,True,Free Shipping,True,True,14,PayPal,Quarterly,90,4.055555555555555,308.22,14,False,1140,3,True,False,4.1,False,39.1,Silver,Entry-Point Category
881,39,Male,Backpack,Accessories,75,Nevada,L,Red,Spring,3.1,True,Express,True,True,25,Debit Card,Monthly,30,12.166666666666666,912.5,25,False,1950,3,True,False,3.1,False,49.4,Silver,Retention Category
882,52,Male,Sandals,Footwear,61,South Carolina,M,Silver,Summer,2.7,True,Next Day Air,True,True,18,Venmo,Annually,365,1.0,61.0,18,False,1159,3,True,False,2.7,False,15.8,Bronze,Entry-Point Category
883,50,Male,Boots,Footwear,35,Virginia,M,Cyan,Fall,3.8,True,Next Day Air,True,True,37,Cash,Every 3 Months,90,4.055555555555555,141.94,37,False,1330,3,True,False,3.8,False,42.7,Silver,Entry-Point Category
884,28,Male,Sneakers,Footwear,37,Pennsylvania,S,Gold,Fall,4.3,True,Free Shipping,True,True,30,Bank Transfer,Monthly,30,12.166666666666666,450.17,30,False,1147,3,True,False,4.3,False,55.9,Gold,Entry-Point Category
885,67,Male,Skirt,Clothing,91,Hawaii,L,Yellow,Winter,4.1,True,Express,True,True,34,Bank Transfer,Weekly,7,52.142857142857146,4745.0,34,False,3185,3,True,False,4.1,False,82.6,Platinum,Entry-Point Category
886,41,Male,Dress,Clothing,99,Ohio,L,Purple,Fall,4.4,True,Free Shipping,True,True,49,Debit Card,Every 3 Months,90,4.055555555555555,401.5,49,True,4950,3,True,False,4.4,False,67.5,Gold,Entry-Point Category
887,19,Male,Shorts,Clothing,54,Utah,S,Brown,Summer,3.6,True,Express,True,True,48,Bank Transfer,Monthly,30,12.166666666666666,657.0,48,True,2646,3,True,False,3.6,False,63.8,Gold,Entry-Point Category
888,70,Male,Handbag,Accessories,47,Minnesota,L,Turquoise,Winter,3.3,True,2-Day Shipping,True,True,33,PayPal,Fortnightly,14,26.071428571428573,1225.36,33,False,1598,3,True,False,3.3,False,60.2,Gold,Retention Category
889,49,Male,Scarf,Accessories,77,New Hampshire,S,Gold,Spring,3.8,True,Express,True,True,44,Cash,Annually,365,1.0,77.0,44,True,3465,3,True,False,3.8,False,41.5,Silver,Retention Category
890,59,Male,Belt,Accessories,84,Arizona,S,Olive,Fall,2.8,True,Free Shipping,True,True,50,Venmo,Weekly,7,52.142857142857146,4380.0,50,True,4284,3,True,False,2.8,False,80.6,Platinum,Retention Category
891,52,Male,Gloves,Accessories,51,New York,S,Purple,Spring,4.3,True,2-Day Shipping,True,True,47,Credit Card,Monthly,30,12.166666666666666,620.5,47,True,2448,3,True,False,4.3,False,68.2,Gold,Retention Category
892,20,Male,Skirt,Clothing,26,Pennsylvania,S,Lavender,Summer,3.9,True,Store Pickup,True,True,24,PayPal,Every 3 Months,90,4.055555555555555,105.44,24,False,650,3,True,False,3.9,False,34.0,Silver,Entry-Point Category
893,31,Male,Shorts,Clothing,64,New Mexico,L,Gray,Summer,2.7,True,Free Shipping,True,True,43,Debit Card,Monthly,30,12.166666666666666,778.67,43,True,2816,3,True,False,2.7,False,55.1,Gold,Entry-Point Category
894,33,Male,Backpack,Accessories,51,Nebraska,M,Red,Spring,4.7,True,Express,True,True,14,Venmo,Monthly,30,12.166666666666666,620.5,14,False,765,3,True,False,4.7,False,51.5,Silver,Retention Category
895,44,Male,Hoodie,Clothing,60,Wyoming,L,Purple,Spring,3.8,True,Free Shipping,True,True,3,Debit Card,Quarterly,90,4.055555555555555,243.33,3,False,240,3,True,False,3.8,False,26.5,Bronze,Entry-Point Category
896,40,Male,Hat,Accessories,69,Mississippi,XL,Olive,Spring,4.7,True,Next Day Air,True,True,33,Debit Card,Quarterly,90,4.055555555555555,279.83,33,False,2346,3,True,False,4.7,False,53.9,Silver,Retention Category
897,69,Male,Jewelry,Accessories,29,Arkansas,M,Lavender,Spring,4.7,True,Express,True,True,38,Cash,Fortnightly,14,26.071428571428573,756.07,38,True,1131,3,True,False,4.7,False,68.1,Gold,Retention Category
898,29,Male,Shirt,Clothing,91,Illinois,M,Gray,Spring,3.4,True,Express,True,True,46,Venmo,Weekly,7,52.142857142857146,4745.0,46,True,4277,3,True,False,3.4,False,83.7,Platinum,Entry-Point Category
899,54,Male,Belt,Accessories,70,Nevada,L,Red,Spring,3.5,True,2-Day Shipping,True,True,19,Bank Transfer,Every 3 Months,90,4.055555555555555,283.89,19,False,1400,3,True,False,3.5,False,35.6,Silver,Retention Category
900,65,Male,Sweater,Clothing,58,Rhode Island,M,Peach,Summer,4.0,True,Standard,True,True,20,PayPal,Annually,365,1.0,58.0,20,False,1218,3,True,False,4.0,False,27.3,Bronze,Entry-Point Category
901,54,Male,Hat,Accessories,98,West Virginia,L,Gray,Fall,3.3,True,Free Shipping,True,True,42,Bank Transfer,Quarterly,90,4.055555555555555,397.44,42,True,4214,3,True,False,3.3,False,53.9,Silver,Retention Category
902,60,Male,Scarf,Accessories,68,Missouri,L,Violet,Summer,4.7,True,2-Day Shipping,True,True,34,Cash,Monthly,30,12.166666666666666,827.33,34,False,2380,3,True,False,4.7,False,66.8,Gold,Retention Category
903,43,Male,Hat,Accessories,44,Kentucky,M,Beige,Summer,2.8,True,Next Day Air,True,True,5,Cash,Monthly,30,12.166666666666666,535.33,5,False,264,3,True,False,2.8,False,29.6,Bronze,Retention Category
904,44,Male,Jacket,Outerwear,45,Washington,M,Blue,Winter,3.3,True,Express,True,True,3,PayPal,Quarterly,90,4.055555555555555,182.5,3,False,180,3,True,False,3.3,False,20.1,Bronze,Entry-Point Category
905,69,Male,T-shirt,Clothing,99,Alaska,L,Magenta,Spring,2.9,True,Free Shipping,True,True,46,PayPal,Every 3 Months,90,4.055555555555555,401.5,46,True,4653,3,True,False,2.9,False,53.3,Silver,Entry-Point Category
906,46,Male,Dress,Clothing,68,Mississippi,S,Cyan,Spring,2.8,True,Standard,True,True,16,Venmo,Annually,365,1.0,68.0,16,False,1156,3,True,False,2.8,False,16.1,Bronze,Entry-Point Category
907,41,Male,Pants,Clothing,56,South Carolina,M,Red,Spring,4.2,True,Standard,True,True,21,Debit Card,Bi-Weekly,14,26.071428571428573,1460.0,21,False,1232,3,True,False,4.2,False,62.2,Gold,Entry-Point Category
908,32,Male,Sweater,Clothing,43,Missouri,L,Cyan,Winter,4.4,True,Express,True,True,34,Credit Card,Bi-Weekly,14,26.071428571428573,1121.07,34,False,1505,3,True,False,4.4,False,68.5,Gold,Entry-Point Category
909,26,Male,Sunglasses,Accessories,99,New Jersey,M,Turquoise,Winter,3.6,True,Free Shipping,True,True,9,PayPal,Every 3 Months,90,4.055555555555555,401.5,9,False,990,3,True,False,3.6,False,36.9,Silver,Retention Category
910,61,Male,Belt,Accessories,56,Louisiana,L,Silver,Fall,2.7,True,Express,True,True,36,PayPal,Weekly,7,52.142857142857146,2920.0,36,False,2072,3,True,False,2.7,False,69.4,Gold,Retention Category
911,49,Male,Hoodie,Clothing,25,South Carolina,S,Pink,Spring,3.4,True,Express,True,True,22,Credit Card,Monthly,30,12.166666666666666,304.17,22,False,575,3,True,False,3.4,False,37.9,Silver,Entry-Point Category
912,53,Male,Pants,Clothing,74,Vermont,M,Black,Winter,2.8,True,2-Day Shipping,True,True,2,Bank Transfer,Quarterly,90,4.055555555555555,300.11,2,False,222,3,True,False,2.8,False,20.7,Bronze,Entry-Point Category
913,24,Male,Hoodie,Clothing,56,Arkansas,M,Green,Winter,3.4,True,Next Day Air,True,True,32,Bank Transfer,Monthly,30,12.166666666666666,681.33,32,False,1848,3,True,False,3.4,False,53.1,Silver,Entry-Point Category
914,37,Male,Sneakers,Footwear,47,Utah,M,Yellow,Fall,2.6,True,Next Day Air,True,True,29,Cash,Every 3 Months,90,4.055555555555555,190.61,29,False,1410,3,True,False,2.6,False,30.5,Silver,Entry-Point Category
915,43,Male,Dress,Clothing,67,Washington,L,Purple,Summer,4.1,True,Standard,True,True,27,Venmo,Every 3 Months,90,4.055555555555555,271.72,27,False,1876,3,True,False,4.1,False,45.0,Silver,Entry-Point Category
916,31,Male,Dress,Clothing,22,Rhode Island,L,Purple,Winter,2.9,True,Store Pickup,True,True,33,Credit Card,Fortnightly,14,26.071428571428573,573.57,33,False,748,3,True,False,2.9,False,47.9,Silver,Entry-Point Category
917,49,Male,Jeans,Clothing,34,Illinois,S,Blue,Spring,2.7,True,Standard,True,True,16,Venmo,Monthly,30,12.166666666666666,413.67,16,False,578,3,True,False,2.7,False,34.2,Silver,Entry-Point Category
918,69,Male,Sweater,Clothing,64,Missouri,M,Maroon,Spring,3.7,True,Standard,True,True,11,Bank Transfer,Quarterly,90,4.055555555555555,259.56,11,False,768,3,True,False,3.7,False,31.4,Silver,Entry-Point Category
919,65,Male,Shorts,Clothing,42,North Carolina,M,Orange,Spring,4.3,True,2-Day Shipping,True,True,11,Cash,Fortnightly,14,26.071428571428573,1095.0,11,False,504,3,True,False,4.3,False,53.3,Silver,Entry-Point Category
920,41,Male,Shirt,Clothing,82,Massachusetts,L,Green,Winter,2.6,True,2-Day Shipping,True,True,17,Debit Card,Bi-Weekly,14,26.071428571428573,2137.86,17,False,1476,3,True,False,2.6,False,52.3,Silver,Entry-Point Category
921,37,Male,Belt,Accessories,81,Arkansas,XL,Gold,Summer,4.3,True,Free Shipping,True,True,37,Cash,Weekly,7,52.142857142857146,4223.57,37,False,3078,3,True,False,4.3,False,85.0,Platinum,Retention Category
922,70,Male,Coat,Outerwear,24,South Dakota,L,Silver,Summer,4.1,True,Express,True,True,18,PayPal,Weekly,7,52.142857142857146,1251.43,18,False,456,3,True,False,4.1,False,57.8,Gold,Entry-Point Category
923,63,Male,Sneakers,Footwear,60,Georgia,M,Cyan,Fall,4.2,True,Standard,True,True,13,Credit Card,Monthly,30,12.166666666666666,730.0,13,False,840,3,True,False,4.2,False,48.6,Silver,Entry-Point Category
924,55,Male,Shirt,Clothing,24,Arkansas,M,Silver,Spring,4.2,True,2-Day Shipping,True,True,7,PayPal,Weekly,7,52.142857142857146,1251.43,7,False,192,3,True,False,4.2,False,52.3,Silver,Entry-Point Category
925,52,Male,Socks,Clothing,78,Kansas,XL,Beige,Winter,3.1,True,Standard,True,True,37,Cash,Quarterly,90,4.055555555555555,316.33,37,False,2964,3,True,False,3.1,False,45.2,Silver,Entry-Point Category
926,22,Male,Jeans,Clothing,88,Arizona,L,Teal,Winter,4.9,True,Express,True,True,8,Cash,Monthly,30,12.166666666666666,1070.67,8,False,792,3,True,False,4.9,False,56.1,Gold,Entry-Point Category
927,54,Male,Jeans,Clothing,63,Massachusetts,XL,Green,Spring,4.4,True,Express,True,True,11,Cash,Bi-Weekly,14,26.071428571428573,1642.5,11,False,756,3,True,False,4.4,False,59.1,Gold,Entry-Point Category
928,28,Male,Sneakers,Footwear,78,New Mexico,L,Black,Summer,4.4,True,Standard,True,True,8,Venmo,Bi-Weekly,14,26.071428571428573,2033.57,8,False,702,3,True,False,4.4,False,60.9,Gold,Entry-Point Category
929,67,Male,Dress,Clothing,37,Arkansas,XL,Yellow,Winter,3.4,True,Store Pickup,True,True,31,Cash,Every 3 Months,90,4.055555555555555,150.06,31,False,1184,3,True,False,3.4,False,36.3,Silver,Entry-Point Category
930,59,Male,Boots,Footwear,94,Nebraska,M,White,Fall,4.5,True,2-Day Shipping,True,True,26,Debit Card,Fortnightly,14,26.071428571428573,2450.71,26,False,2538,3,True,False,4.5,False,76.1,Gold,Entry-Point Category
931,26,Male,T-shirt,Clothing,78,Hawaii,L,Green,Fall,4.5,True,Store Pickup,True,True,20,Credit Card,Bi-Weekly,14,26.071428571428573,2033.57,20,False,1638,3,True,False,4.5,False,68.6,Gold,Entry-Point Category
932,24,Male,Coat,Outerwear,36,Nebraska,M,Silver,Winter,4.1,True,Standard,True,True,24,Bank Transfer,Fortnightly,14,26.071428571428573,938.57,24,False,900,3,True,False,4.1,False,57.4,Gold,Entry-Point Category
933,62,Male,Skirt,Clothing,24,Indiana,L,Blue,Winter,3.2,True,Standard,True,True,45,Debit Card,Bi-Weekly,14,26.071428571428573,625.71,45,True,1104,3,True,False,3.2,False,58.0,Gold,Entry-Point Category
934,70,Male,Sneakers,Footwear,84,Colorado,M,Magenta,Spring,2.7,True,Store Pickup,True,True,33,Debit Card,Monthly,30,12.166666666666666,1022.0,33,False,2856,3,True,False,2.7,False,52.8,Silver,Entry-Point Category
935,45,Male,Jeans,Clothing,47,Oregon,S,Yellow,Spring,3.7,True,Express,True,True,21,Bank Transfer,Monthly,30,12.166666666666666,571.83,21,False,1034,3,True,False,3.7,False,46.8,Silver,Entry-Point Category
936,58,Male,Hoodie,Clothing,51,Ohio,L,White,Fall,2.6,True,Store Pickup,True,True,2,Bank Transfer,Fortnightly,14,26.071428571428573,1329.64,2,False,153,3,True,False,2.6,False,36.7,Silver,Entry-Point Category
937,31,Male,Shoes,Footwear,84,Maine,M,Pink,Summer,2.7,True,Free Shipping,True,True,28,Cash,Weekly,7,52.142857142857146,4380.0,28,False,2436,3,True,False,2.7,False,66.8,Gold,Entry-Point Category
938,32,Male,Shorts,Clothing,24,Iowa,M,Magenta,Summer,2.7,True,Express,True,True,18,Venmo,Quarterly,90,4.055555555555555,97.33,18,False,456,3,True,False,2.7,False,19.9,Bronze,Entry-Point Category
939,36,Male,Blouse,Clothing,97,Wisconsin,S,Teal,Fall,4.8,True,Free Shipping,True,True,21,Debit Card,Fortnightly,14,26.071428571428573,2528.93,21,False,2134,3,True,False,4.8,False,76.0,Gold,Entry-Point Category
940,25,Male,T-shirt,Clothing,89,New York,L,Indigo,Winter,4.8,True,Next Day Air,True,True,24,Credit Card,Monthly,30,12.166666666666666,1082.83,24,False,2225,3,True,False,4.8,False,64.9,Gold,Entry-Point Category
941,48,Male,Belt,Accessories,44,Colorado,S,Maroon,Spring,2.6,True,Store Pickup,True,True,15,PayPal,Every 3 Months,90,4.055555555555555,178.44,15,False,704,3,True,False,2.6,False,21.6,Bronze,Retention Category
